topicIdx|wordNum|shortOrLong|mode|dID|key|label
0|5|long|topic-in-a-box|4|6454071783325696|One must be careful in frying fish in oil that can easily get too hot.
0|10|short|word|0|5038512571154432|treats for dogs
0|10|short|word|1|5110297312362496|Recipe for dogfood
0|10|short|word|2|6633653492776960|Cooking
0|10|short|word|3|4936385765048320|fried food
0|10|short|word|4|6433174888382464|health
0|10|short|histogram|0|5299915286642688|COOKING FISH
0|10|short|histogram|1|4805096936308736|Smoking is bad
0|10|short|histogram|2|5540842013982720|dogs
0|10|short|histogram|3|4618058626760704|Nutrition
0|10|short|histogram|4|6360853813133312|smoking fish
0|10|short|wordcloud|0|5179037727064064|cooking
0|10|short|wordcloud|1|4986172757508096|heat?
0|10|short|wordcloud|2|6255809918926848|recipes for something
0|10|short|wordcloud|3|5075817314910208|Cooking
0|10|short|wordcloud|4|4696417083850752|Food
0|10|short|topic-in-a-box|0|5584307083018240|Health effects
0|10|short|topic-in-a-box|1|4842518449487872|Your Environment
0|10|short|topic-in-a-box|2|5698751586893824|Dog health
0|10|short|topic-in-a-box|3|5153583334948864|Dog Food Recipes 
0|10|short|topic-in-a-box|4|4658140335308800|health and dieting
0|10|long|word|0|5038512571154432|how to make homemade dog treats
0|10|long|word|1|5110297312362496|Homemade dogfood is easy to make with just a few ingredients.
0|10|long|word|2|6633653492776960|This concept is about cooking.
0|10|long|word|3|4936385765048320|words that have to do with fried snacks
0|10|long|word|4|6433174888382464|an article about what is healthy and what is not
0|10|long|histogram|0|5299915286642688|COOKING FISH WITH SALT AND OIL
0|10|long|histogram|1|4805096936308736|There are alternatives to smoking such as fish oil
0|10|long|histogram|2|5540842013982720|thigns that woould make sick our dogs
0|10|long|histogram|3|4618058626760704|This article deals with healthy eating and nutrition
0|10|long|histogram|4|6360853813133312|This list contains words relating to the art of smoking fish.
0|10|long|wordcloud|0|5179037727064064|This describes something about preparing food
0|10|long|wordcloud|1|4986172757508096|Cooking something perheps? IDK.
0|10|long|wordcloud|2|6255809918926848|It is an article with various recipes
0|10|long|wordcloud|3|5075817314910208|There are many ways to cook many different kinds of food.
0|10|long|wordcloud|4|4696417083850752|This is a recipe for making fish.
0|10|long|topic-in-a-box|0|5584307083018240|The effects of certain things on the health of people and animals.
0|10|long|topic-in-a-box|1|4842518449487872|You can contribute to a healthier enviroment by taking fish oil supplements, reducing salt intake, adding a dog to your home, and stop smoking.
0|10|long|topic-in-a-box|2|5698751586893824|Dog health including food and ingredients.
0|10|long|topic-in-a-box|3|5153583334948864|Preparing and smoking fish oil for us in a cup of  salted dog food.
0|10|long|topic-in-a-box|4|4658140335308800|These words are from articles discussing the health of humans and/or animals.
0|20|short|word|0|6281809771888640|Smoking
0|20|short|word|1|5289492206321664|luxeries
0|20|short|word|2|5160398642741248|Water pollution.
0|20|short|word|3|5930996843151360|consumer goods
0|20|short|word|4|5659649667760128|household objects
0|20|short|histogram|0|4582531731030016|Healthcare
0|20|short|histogram|1|5600842438672384|Smelly Things
0|20|short|histogram|2|5750384341549056|Dog nutrition
0|20|short|histogram|3|5769738269491200|Health
0|20|short|histogram|4|5561312633421824|Products
0|20|short|wordcloud|0|5691053394886656|Sales ad
0|20|short|wordcloud|1|6594509966147584|cooking fish
0|20|short|wordcloud|2|5649703597244416|restaurants
0|20|short|wordcloud|3|6104523454021632|heat oil smoking
0|20|short|wordcloud|4|6564497271554048|recipe
0|20|short|topic-in-a-box|0|4600337860132864|uses of bowls
0|20|short|topic-in-a-box|1|6621405051355136|smells
0|20|short|topic-in-a-box|2|6596373176647680|Animals
0|20|short|topic-in-a-box|3|6472070112215040|seafood restaurant
0|20|short|topic-in-a-box|4|6551922144182272|recipes
0|20|long|word|0|6281809771888640|There are various methods to help quit smoking cigarettes.
0|20|long|word|1|5289492206321664|objects purchased with disposable income.
0|20|long|word|2|5160398642741248|Different types of water pollution and how it is having an impact on the enviiornment.
0|20|long|word|3|5930996843151360|household goods and pets can be utilized in a home
0|20|long|word|4|5659649667760128|This is a list of objects that humans can have in their home.
0|20|long|histogram|0|4582531731030016|Negative effects of certain foods and habits.
0|20|long|histogram|1|5600842438672384|Things that can stink up a house.
0|20|long|histogram|2|5750384341549056|The article discusses nutrition/food for dogs, and possibly how cigarettes affect them.
0|20|long|histogram|3|5769738269491200|This concept deals with nutrition/health
0|20|long|histogram|4|5561312633421824|This is a article on the bad effects, and the good effects of products.
0|20|long|wordcloud|0|5691053394886656|Looks like agreocery store ad
0|20|long|wordcloud|1|6594509966147584|The article is about different ways to cook fish via frying and smoking. 
0|20|long|wordcloud|2|5649703597244416|words that are used to describe restaurants
0|20|long|wordcloud|3|6104523454021632|contaminators for environment and how they affect animals
0|20|long|wordcloud|4|6564497271554048|Barbecue recipe?
0|20|long|topic-in-a-box|0|4600337860132864|Bowls can be used in many different ways by many animals and humans.
0|20|long|topic-in-a-box|1|6621405051355136|sources of odor in the home
0|20|long|topic-in-a-box|2|6596373176647680|Articles on marine life, household pets and care. 
0|20|long|topic-in-a-box|3|6472070112215040|A dockside restaurant that gets fresh caught fish from cigarette smoking dock workers.
0|20|long|topic-in-a-box|4|6551922144182272|things that are involved in a recipe
1|5|short|word|0|5917717609578496|welfare
1|5|short|word|1|4921209498107904|new york
1|5|short|word|2|4716887703289856|Medical 
1|5|short|word|3|5192306760089600|health insurance scandal
1|5|short|word|4|4784575851003904|health care
1|5|short|histogram|0|5248767057985536|health insurance
1|5|short|histogram|1|5476461796392960|insurance
1|5|short|histogram|2|6276621451395072|obamacare
1|5|short|histogram|3|5624465295671296|Medical
1|5|short|histogram|4|6203675726839808|Politics
1|5|short|wordcloud|0|6723624467693568|Health Insurance
1|5|short|wordcloud|1|6754713856901120|Health insurance
1|5|short|wordcloud|2|5743958533603328|Health Care
1|5|short|wordcloud|3|5480242441355264|spitzer insurance
1|5|short|wordcloud|4|6277502456561664|Refers to Insurance
1|5|short|topic-in-a-box|0|6516043866439680|insurance, health care
1|5|short|topic-in-a-box|1|5127195055882240|Insurance plans
1|5|short|topic-in-a-box|2|6743695386738688|Health Insurance
1|5|short|topic-in-a-box|3|6541733408014336|State Health Insurance
1|5|short|topic-in-a-box|4|5849197311950848|Spitzer's insurance role
1|5|long|word|0|5917717609578496|health insurance is important for society
1|5|long|word|1|4921209498107904|government
1|5|long|word|2|4716887703289856|Words in describing medical insurance and care. 
1|5|long|word|3|5192306760089600|This is about a health insurance scandal in New York.
1|5|long|word|4|4784575851003904|This is about health care.
1|5|long|histogram|0|5248767057985536|State health insurance listings.
1|5|long|histogram|1|5476461796392960|Health inusrance
1|5|long|histogram|2|6276621451395072|a state health insurance exchange opened in response to obamacare
1|5|long|histogram|3|5624465295671296|Medical insurance offered. 
1|5|long|histogram|4|6203675726839808|Eliot Spitzer gave a speech about health care and insurance in New York State.
1|5|long|wordcloud|0|6723624467693568|Health Insurance costs money and spitzer will handle it.
1|5|long|wordcloud|1|6754713856901120|Various forms of available health insurance coverage.
1|5|long|wordcloud|2|5743958533603328|The concept describes words relating to healthcare or healthcare reform
1|5|long|wordcloud|3|5480242441355264|Spitzer insurance and state health care
1|5|long|wordcloud|4|6277502456561664|Describes state of health care insurance of Spitzer.
1|5|long|topic-in-a-box|0|6516043866439680|state health care
1|5|long|topic-in-a-box|1|5127195055882240|A group of insurance plans.
1|5|long|topic-in-a-box|2|6743695386738688|The state will help with healthcare insurance. 
1|5|long|topic-in-a-box|3|6541733408014336|We need to examine the effects of state offer health insurance.
1|5|long|topic-in-a-box|4|5849197311950848|Eliot Spitzer got a lot of good accomplished before he lost his public reputation in a sex scandal.
1|10|short|word|0|5252040091500544|State health care
1|10|short|word|1|6071916062310400|health state care
1|10|short|word|2|6332501391835136|Health insurance debate
1|10|short|word|3|5224474186088448|health insurance  
1|10|short|word|4|5983525098487808|State Heath Care
1|10|short|histogram|0|4869890812936192|Health insurance
1|10|short|histogram|1|5912453590286336|health insurance
1|10|short|histogram|2|6166170998669312|New York insurance
1|10|short|histogram|3|4834943200919552|healthcare
1|10|short|histogram|4|6649149734780928|state managed insurance
1|10|short|wordcloud|0|5232622812790784|Health care
1|10|short|wordcloud|1|4801970200117248|state healthcare
1|10|short|wordcloud|2|5192125029285888|Healthcare
1|10|short|wordcloud|3|6473238880190464|Government's role
1|10|short|wordcloud|4|4815851534417920|State health regulations.
1|10|short|topic-in-a-box|0|6033930834673664|Health Insurance
1|10|short|topic-in-a-box|1|4556933189074944|state government
1|10|short|topic-in-a-box|2|6500589231931392|State government
1|10|short|topic-in-a-box|3|6175328942686208|law
1|10|short|topic-in-a-box|4|6476106307731456|State Healthcare Insurance
1|10|long|word|0|5252040091500544|An article about health insurance in the state of New York under Governor Spitzer.
1|10|long|word|1|6071916062310400|This concept is about state healthcare
1|10|long|word|2|6332501391835136|Different candidates discuss viewpoints on health care
1|10|long|word|3|5224474186088448|governor talks about health insurance 
1|10|long|word|4|5983525098487808|The state health care department is run by eliot spitzer.
1|10|long|histogram|0|4869890812936192|State government discussing health care issues.
1|10|long|histogram|1|5912453590286336|they are used in an article about a state's health insurance coverage.
1|10|long|histogram|2|6166170998669312|Passing health care act in new york state
1|10|long|histogram|3|4834943200919552|an article about states healthcare system
1|10|long|histogram|4|6649149734780928|new yorks governor  talks about health insurance legislature
1|10|long|wordcloud|0|5232622812790784|Article about a state's health care and health insurance.
1|10|long|wordcloud|1|4801970200117248|Healthcare is a divisive issue in the US
1|10|long|wordcloud|2|5192125029285888|This is about state sponsored healthcare.
1|10|long|wordcloud|3|6473238880190464|these words are used to descirbe government's role as it relates to health insurance
1|10|long|wordcloud|4|4815851534417920|Health regulations set in place by a particular state.
1|10|long|topic-in-a-box|0|6033930834673664|Discussion of whether health care should be under state, or national governmental regulation.
1|10|long|topic-in-a-box|1|4556933189074944|State's governement view on health care insurance.
1|10|long|topic-in-a-box|2|6500589231931392|Words describing state government?
1|10|long|topic-in-a-box|3|6175328942686208|lawyer
1|10|long|topic-in-a-box|4|6476106307731456|Governor Eliot Spitzer's take on the state's Healthcare Insurance
1|20|short|word|0|6477565522870272|healthcare, state, magement
1|20|short|word|1|5219072459407360|new york legislature
1|20|short|word|2|6296148251770880|NY Health Coverage
1|20|short|word|3|5121756285108224|Heath Insurance
1|20|short|word|4|6332070284492800|NYS Public Healthcare
1|20|short|histogram|0|5797397858877440|Sate and health care
1|20|short|histogram|1|5668018411536384|Upcoming elections
1|20|short|histogram|2|4601129207857152|Obama
1|20|short|histogram|3|6612807600570368|Insurance
1|20|short|histogram|4|5962823892992000|Health Coverage
1|20|short|wordcloud|0|6287994524794880|insurance
1|20|short|wordcloud|1|5676520299298816|state government health insurance
1|20|short|wordcloud|2|5893853965975552|state healthe insurance
1|20|short|wordcloud|3|5891121829904384|Legislature
1|20|short|wordcloud|4|6051213246201856|New York State
1|20|short|topic-in-a-box|0|5279029129117696|health insurance
1|20|short|topic-in-a-box|1|5135801633472512|Health Care law
1|20|short|topic-in-a-box|2|4883326275944448|Government
1|20|short|topic-in-a-box|3|5017805728514048|New York Politics
1|20|short|topic-in-a-box|4|5620298372087808|state health insurance
1|20|long|word|0|6477565522870272|A set of articles discussing the management of state funded healthcare
1|20|long|word|1|5219072459407360|The article is about the New York state legislature passing bills on health insurance
1|20|long|word|2|6296148251770880|These are terms related to New York Heath Coverage.
1|20|long|word|3|5121756285108224|Health insurance is discussed in various citiles. 
1|20|long|word|4|6332070284492800|This is a collection of stories about health insurance and care in New York State
1|20|long|histogram|0|5797397858877440|Health insurance and funding from the government
1|20|long|histogram|1|5668018411536384|Discusses things with the upcoming elections
1|20|long|histogram|2|4601129207857152|President Obama's health care initive has caused much public debate.
1|20|long|histogram|3|6612807600570368|This concept deals with insurance
1|20|long|histogram|4|5962823892992000|Article on Health Care , and the state of Albany, Governor Bruno and how he feels about it.
1|20|long|wordcloud|0|6287994524794880|These are parts of health care
1|20|long|wordcloud|1|5676520299298816|states legilating health assurance so people are covered.
1|20|long|wordcloud|2|5893853965975552|Opinions on state health insurance.
1|20|long|wordcloud|3|5891121829904384|Legislature of state governments involving health and insurance.
1|20|long|wordcloud|4|6051213246201856|The State of New York
1|20|long|topic-in-a-box|0|5279029129117696|A discussion about health care and state government.
1|20|long|topic-in-a-box|1|5135801633472512|The process of passing legislation regarding health care.
1|20|long|topic-in-a-box|2|4883326275944448|People and items that make up part of the government.
1|20|long|topic-in-a-box|3|5017805728514048|Elliot Spitzer was removed from office after being caught performing unprofessional activities.
1|20|long|topic-in-a-box|4|5620298372087808|the connection between NY state structure and health coverage 
2|5|short|word|0|6650065099685888|Newscasts are prevalent 
2|5|short|word|1|5711653668651008|Television series news.
2|5|short|word|2|5148703715229696|TV-radio comparison
2|5|short|word|3|5127069696524288|Media
2|5|short|word|4|4726542252900352|TV ratings
2|5|short|histogram|0|5478307558588416|News Series
2|5|short|histogram|1|5288229485936640|changing media landscape
2|5|short|histogram|2|6616843796086784|entertainment and media
2|5|short|histogram|3|4772774354616320|News
2|5|short|histogram|4|5328171876483072|Media
2|5|short|wordcloud|0|6220625546838016|Television and broadcasting
2|5|short|wordcloud|1|5850174417010688|Media
2|5|short|wordcloud|2|6729287650508800|Television series 
2|5|short|wordcloud|3|6295442803392512|PUBLIC ADVERTISING
2|5|short|wordcloud|4|5140252830203904|News media
2|5|short|topic-in-a-box|0|6336828034514944|popular mediums
2|5|short|topic-in-a-box|1|5056095093522432|media
2|5|short|topic-in-a-box|2|5408670032592896|Popular television series
2|5|short|topic-in-a-box|3|6412386709798912|media
2|5|short|topic-in-a-box|4|4655563354931200|television viewership
2|5|long|word|0|6650065099685888|There are a million types of getting the news now, including on TV and the radio
2|5|long|word|1|5711653668651008|The television series reaches 1 million views.
2|5|long|word|2|5148703715229696|Comparison of influence of TV versus radio
2|5|long|word|3|5127069696524288|Collection of things people use for information
2|5|long|word|4|4726542252900352|Article is about TV and radio station ratings.
2|5|long|histogram|0|5478307558588416|A news series that is on television and the radio with a million viewers.
2|5|long|histogram|1|5288229485936640|A discussion of the recent and historic changes in media consumption
2|5|long|histogram|2|6616843796086784|These words represent articles about what people like to watch and listen to.
2|5|long|histogram|3|4772774354616320|Millions have been watching the television series called radio news.
2|5|long|histogram|4|5328171876483072|A million people watched the news broadcast mini series on television and almost as many heard it on the radio.
2|5|long|wordcloud|0|6220625546838016|The most common ways of getting the new and how may people get the news.
2|5|long|wordcloud|1|5850174417010688|The amount of viewers and listeners to different forms of media
2|5|long|wordcloud|2|6729287650508800|News that a million viewed a television series
2|5|long|wordcloud|3|6295442803392512|NEWS, RADIO, TV SEEN AND HEARD BY MILLIONS.
2|5|long|wordcloud|4|5140252830203904|You can get news from a broad variety of media, including TV, radio, and show series with millions of viewers and opportunities to catch up every day.
2|5|long|topic-in-a-box|0|6336828034514944|It's about the different types of media and their impact.
2|5|long|topic-in-a-box|1|5056095093522432|Media outlets and their viewers.
2|5|long|topic-in-a-box|2|5408670032592896|A discussion of television series about the news discusses its millions of viewers on radio
2|5|long|topic-in-a-box|3|6412386709798912|Different things associated with the media
2|5|long|topic-in-a-box|4|4655563354931200|The new series had over one million viewers.
2|10|short|word|0|6744944953786368|Media
2|10|short|word|1|5399493834964992|media ratings
2|10|short|word|2|6428295268663296|Media
2|10|short|word|3|6163560732295168|News Channels
2|10|short|word|4|5805232416096256|Fox television views
2|10|short|histogram|0|6721614422999040|Television Viewers
2|10|short|histogram|1|6367685763923968|media
2|10|short|histogram|2|6543176517025792|popular tv show
2|10|short|histogram|3|6026602278289408|Cable News
2|10|short|histogram|4|4632036866260992|Televesion
2|10|short|wordcloud|0|5531093780398080|Fox Television viewers
2|10|short|wordcloud|1|6491497859907584|telecommunication
2|10|short|wordcloud|2|4908329696493568|Media
2|10|short|wordcloud|3|6377939998343168|nice
2|10|short|wordcloud|4|4908254803001344|Fox TV ratings
2|10|short|topic-in-a-box|0|6176634881179648|media viewing
2|10|short|topic-in-a-box|1|5020920385110016|Radio Show
2|10|short|topic-in-a-box|2|4767592208138240|Mass Media
2|10|short|topic-in-a-box|3|5533515068211200|Television
2|10|short|topic-in-a-box|4|6171282278187008|Viewing Habits
2|10|long|word|0|6744944953786368|The many different ways people get news and entertainment. 
2|10|long|word|1|5399493834964992|A certain number of viewers tuned in to radio or tv coverage one night.
2|10|long|word|2|6428295268663296|I think these are words to describe media.
2|10|long|word|3|6163560732295168|The reach of news channels and what they report
2|10|long|word|4|5805232416096256|Channel Fox has been getting millions of television views. 
2|10|long|histogram|0|6721614422999040|Number of nightly viewers reported
2|10|long|histogram|1|6367685763923968|These are all subjects dealing with media, news outlets.
2|10|long|histogram|2|6543176517025792|A lot of people watched a television show
2|10|long|histogram|3|6026602278289408|Cable news and ratings
2|10|long|histogram|4|4632036866260992|These are all aspects of television. 
2|10|long|wordcloud|0|5531093780398080|Fox Television reports millions of viewers for their new and entertainmnet series.
2|10|long|wordcloud|1|6491497859907584|a medium used for entertainment
2|10|long|wordcloud|2|4908329696493568|Entertainment that does not matter
2|10|long|wordcloud|3|6377939998343168|Sound is king.
2|10|long|wordcloud|4|4908254803001344|Analysis of FOX's TV ratings for news and entertainment shows
2|10|long|topic-in-a-box|0|6176634881179648|This looks like talk about the media and viewers
2|10|long|topic-in-a-box|1|5020920385110016|A radio show was reviewed and it talked about the number of viewers reported that night.
2|10|long|topic-in-a-box|2|4767592208138240|This is a description of news designed to reach wide audiences.
2|10|long|topic-in-a-box|3|5533515068211200|Television is a very popular form of entertainment in the USA.
2|10|long|topic-in-a-box|4|6171282278187008|Discusses how audiences consume media.
2|20|short|word|0|6248875425792000|Television entertainment.
2|20|short|word|1|6694599347142656|Mass media
2|20|short|word|2|5619776265125888|Media
2|20|short|word|3|6464723302219776|fox
2|20|short|word|4|5040933858967552|tv ratings
2|20|short|histogram|0|5514097789501440|Fox ratings
2|20|short|histogram|1|5960176045654016|entertainment
2|20|short|histogram|2|5338531874471936|Media overview
2|20|short|histogram|3|6644281120915456|fox entertainment millions
2|20|short|histogram|4|5239911640727552|network stats
2|20|short|wordcloud|0|4823668374896640|Media
2|20|short|wordcloud|1|6647286524280832|Television Channel.
2|20|short|wordcloud|2|5202252830605312|News
2|20|short|wordcloud|3|5077775819997184|Television
2|20|short|wordcloud|4|6200609388625920|The Media
2|20|short|topic-in-a-box|0|5515131534442496|Fox News Entertainment
2|20|short|topic-in-a-box|1|5009365580906496|radio fox media
2|20|short|topic-in-a-box|2|5182177348157440|Media
2|20|short|topic-in-a-box|3|5853051239792640|News
2|20|short|topic-in-a-box|4|5110564942512128|media
2|20|long|word|0|6248875425792000|Television season based shows.
2|20|long|word|1|6694599347142656|This is a list of concepts for mass media communications
2|20|long|word|2|5619776265125888|Different kinds of media mediums.
2|20|long|word|3|6464723302219776|This is an article discussing Fox's media ventures.
2|20|long|word|4|5040933858967552|Article on ratings about Fox networks
2|20|long|histogram|0|5514097789501440|The reported ratings for fox entertainment for the year.
2|20|long|histogram|1|5960176045654016|many forms of consuming culture exist
2|20|long|histogram|2|5338531874471936|Highlights from recent TV shows and important news from TV networks and radio shows
2|20|long|histogram|3|6644281120915456|Millions of fox viewers are watching the shows
2|20|long|histogram|4|5239911640727552|report on tv network statistics
2|20|long|wordcloud|0|4823668374896640|Fox media empire
2|20|long|wordcloud|1|6647286524280832|Encompassing all of the things that are shown on a news channel.
2|20|long|wordcloud|2|5202252830605312|This is how we receive news.
2|20|long|wordcloud|3|5077775819997184|Television networks that involve news, entertainment, and viewer popularity.
2|20|long|wordcloud|4|6200609388625920|Information conveyed to consumers via corporations
2|20|long|topic-in-a-box|0|5515131534442496|Fox news reports millions of viewers watching nightly news and entertainment.
2|20|long|topic-in-a-box|1|5009365580906496|This concept is of fox news and the media.
2|20|long|topic-in-a-box|2|5182177348157440|It is the transfer of information using different formats.
2|20|long|topic-in-a-box|3|5853051239792640|These are various forms of news.
2|20|long|topic-in-a-box|4|5110564942512128|different types of broadcast media
3|5|short|word|0|6240818604015616|Religion
3|5|short|word|1|5476176986374144|Religion
3|5|short|word|2|4692706232107008|religion
3|5|short|word|3|5255656185528320|religious affiliation
3|5|short|word|4|5714552503140352|Religion
3|5|short|histogram|0|5163287813554176|church and religion
3|5|short|histogram|1|4566960058662912|going to church
3|5|short|histogram|2|5523757439385600|Religion 
3|5|short|histogram|3|5152250016038912|religion
3|5|short|histogram|4|6152230877003776|religion
3|5|short|wordcloud|0|6375306378084352|Religion
3|5|short|wordcloud|1|4594784735854592|Religion
3|5|short|wordcloud|2|5682747733442560|religion
3|5|short|wordcloud|3|5125214270652416|religion
3|5|short|wordcloud|4|5083214590771200|church revivals
3|5|short|topic-in-a-box|0|5351665616027648|Religion
3|5|short|topic-in-a-box|1|6709770245373952|Religious Worship
3|5|short|topic-in-a-box|2|6137025619034112|differences in faith
3|5|short|topic-in-a-box|3|6315704580046848|worship
3|5|short|topic-in-a-box|4|5005086719737856|Religion
3|5|long|word|0|6240818604015616|The concept is of various religions that are practiced in a church.
3|5|long|word|1|5476176986374144|Religious affiliations and institutions. 
3|5|long|word|2|4692706232107008|these have to do with faith and belief
3|5|long|word|3|5255656185528320|faith
3|5|long|word|4|5714552503140352|Words describe different religious sects, most of which meet in a church. 
3|5|long|histogram|0|5163287813554176|The relationships between different religions and their clergy.
3|5|long|histogram|1|4566960058662912|People of which faith go to church most.
3|5|long|histogram|2|5523757439385600|This is talking about different kinds of religion
3|5|long|histogram|3|5152250016038912|faith can be practiced in various christian and jewish instutions.
3|5|long|histogram|4|6152230877003776|The words may come from articles discussing different religions
3|5|long|wordcloud|0|6375306378084352|A discussion of various religions.
3|5|long|wordcloud|1|4594784735854592|Many reigions gather at a church.
3|5|long|wordcloud|2|5682747733442560|These words are describing religious affiliation.
3|5|long|wordcloud|3|5125214270652416|A jewish chrisitian church has opened.
3|5|long|wordcloud|4|5083214590771200|a multi-denominational church revival
3|5|long|topic-in-a-box|0|5351665616027648|Religious orders and the relation between them.  
3|5|long|topic-in-a-box|1|6709770245373952|Other reglions have stemmed from the Catholic Church.
3|5|long|topic-in-a-box|2|6137025619034112|Articles describing the differences in Christian, Jewish, and Catholic faiths.
3|5|long|topic-in-a-box|3|6315704580046848|The use of religion.
3|5|long|topic-in-a-box|4|5005086719737856|There is a mix of religion. 
3|10|short|word|0|5816552339275776|Religion
3|10|short|word|1|6019937025916928|religion
3|10|short|word|2|5115751115522048|religious book review
3|10|short|word|3|5166537493184512|churches and religion
3|10|short|word|4|5435288897716224|religion
3|10|short|histogram|0|5210928127672320|History of church
3|10|short|histogram|1|6326735935111168|Christian Jewish church
3|10|short|histogram|2|6644812086247424|World Religion
3|10|short|histogram|3|4643220424228864|Religion
3|10|short|histogram|4|5839920182591488|religion
3|10|short|wordcloud|0|6691326313627648|religion connection
3|10|short|wordcloud|1|4665338700496896|Religion
3|10|short|wordcloud|2|6117046504914944|catholic jew church
3|10|short|wordcloud|3|5779068012199936|Religion
3|10|short|wordcloud|4|4976328155594752|Religion
3|10|short|topic-in-a-box|0|5758793619079168|Religion
3|10|short|topic-in-a-box|1|6625235625312256|Book about Christians
3|10|short|topic-in-a-box|2|6023054903738368|Religious Study
3|10|short|topic-in-a-box|3|4550569389719552|RELIGION
3|10|short|topic-in-a-box|4|6526735919087616|religion
3|10|long|word|0|5816552339275776|An article about different religions.
3|10|long|word|1|6019937025916928|the belief in and worship of a superhuman controlling power, especially a personal God or gods.
3|10|long|word|2|5115751115522048| A writer reviews  a book about various religions.
3|10|long|word|3|5166537493184512|This is about churches and religion, possibly conspiracy theories.
3|10|long|word|4|5435288897716224|these all have to do with god and prayer
3|10|long|histogram|0|5210928127672320|New book reveals church history
3|10|long|histogram|1|6326735935111168|Something about the secrets of the Christian/Jewish faith
3|10|long|histogram|2|6644812086247424|A book about world religions. 
3|10|long|histogram|3|4643220424228864|Something regarding the interplay between jews and christians.
3|10|long|histogram|4|5839920182591488|Something about a church or religion
3|10|long|wordcloud|0|6691326313627648|discovered book revealing a secret link between religions.
3|10|long|wordcloud|1|4665338700496896|Religion and the people involved.
3|10|long|wordcloud|2|6117046504914944|A religious article relating to both Catholics and Jews
3|10|long|wordcloud|3|5779068012199936|This is about the relationship between catholics and jews
3|10|long|wordcloud|4|4976328155594752|This is religion.
3|10|long|topic-in-a-box|0|5758793619079168|Concept of religion as juxtaposed between Christianity and Judaism.
3|10|long|topic-in-a-box|1|6625235625312256|I think these artciles were about a book that was written about different Christian sects.
3|10|long|topic-in-a-box|2|6023054903738368|People of various religons secretly read their religious books.
3|10|long|topic-in-a-box|3|4550569389719552|DIFFERENT TYPES OF RELIGION
3|10|long|topic-in-a-box|4|6526735919087616|A look at religion in the modern day.
3|20|short|word|0|5293940718698496|faith god life
3|20|short|word|1|4635522232221696|RELIGION
3|20|short|word|2|5813984754139136|Religion
3|20|short|word|3|5821706300030976|Religion 
3|20|short|word|4|4542425057984512|Religion 
3|20|short|histogram|0|6406965118894080|Religion
3|20|short|histogram|1|5011125712191488|Religous differences
3|20|short|histogram|2|6253094962724864|religion
3|20|short|histogram|3|6300614480887808|religion
3|20|short|histogram|4|6010962423316480|Religion
3|20|short|wordcloud|0|5314239539445760|Church
3|20|short|wordcloud|1|6681768132345856|religion 
3|20|short|wordcloud|2|5380649129082880|Religion
3|20|short|wordcloud|3|6276002976104448|Christian community
